지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C)
192,진주,2021-06-11,21.3,19,624,23.5,1522,,3.6,445,16.9,410,33.1,6.2,110,436,3.4,110,438,.7,635,110,20.5,87,1,95.1,24.1,1007.7,1012.9,2226,1009.8,711,1011.1,14.5,.7,1300,.98,6.48,,,,,,8.3,7.9,23.3,19.1,,,,,,,,,
192,진주,2021-06-12,23.6,21,538,27.9,1718,,,,,,,5.9,90,1331,3,110,1542,.9,807,20,21.1,68,1748,86.8,25.1,1008.2,1012.9,848,1009.7,1758,1011.6,14.5,4.5,1500,2.23,14.71,,,,,,6.8,6.1,25.1,20.6,,,,,,,,,
192,진주,2021-06-13,24.3,20.6,523,29.8,1341,,,,,,,7.1,180,1251,3,250,1636,.9,771,180,21.4,62,1342,84.9,25.5,1004.9,1011.4,1,1005.8,1738,1008.2,14.5,7.1,1200,3.35,22.43,,,,,,5,4.1,26.5,19.7,,,,,,,,,
192,진주,2021-06-14,23.1,20.7,459,27.7,1544,,,,,,,3.7,140,1547,2.1,140,1857,.7,590,110,20.3,66,1540,85,23.9,1003.2,1007.7,529,1004.6,1822,1006.6,14.5,2.7,1500,1.59,10.99,,,,,,7.6,6.5,24.8,20,,,,,,,,,
192,진주,2021-06-15,20.9,19.5,358,23,1106,,1.8,1642,6.6,1615,27.5,3.7,50,1835,1.5,70,1853,.6,504,20,19.6,80,1106,93.1,22.9,1000.8,1006.7,19,1002.9,1709,1004.2,14.5,0,1000,.69,4.32,,,,,,8.8,7.3,22.4,19,,,,,,,,,
192,진주,2021-06-16,21.2,18.8,413,24.2,1212,,.6,106,1.4,51,2.4,7.1,70,1640,3.3,50,1646,1.3,1149,20,18,67,1537,82.5,20.7,1001.2,1007.2,2201,1002.5,321,1004.6,14.5,.6,1100,1.34,9.17,,,,,,8.4,7.6,22.2,19,,,,,,,,,
192,진주,2021-06-17,21.5,19,526,25.1,1335,,.6,2104,1.5,2042,2.3,4.8,340,921,2,340,937,.9,781,360,18,63,1135,81.6,20.7,1003.2,1008.1,759,1005.2,1646,1006.5,14.5,2.5,1000,2.41,14.29,,,,,,9.6,7.9,23.5,18.2,,,,,,,,,
192,진주,2021-06-18,20.8,18.9,454,24.2,1400,,.9,508,3.4,428,4.9,5.3,180,2106,2.6,180,1807,.7,573,160,19.4,79,1534,92.5,22.6,998.8,1005.7,1,999.9,1715,1002.2,14.5,.6,1200,1.67,9.33,,,,,,8.6,7.6,22.9,17.8,,,,,,,,,
192,진주,2021-06-19,23.3,18.5,601,30.3,1501,,,,,,,6.5,160,1805,2.5,160,1810,.8,710,230,17.8,38,1434,74.8,20.4,997.6,1002.5,2255,999.2,1533,1000.9,14.5,12,1100,3.61,29.94,,,,,,3,2.3,27,17.5,,,,,,,,,
192,진주,2021-06-20,23.3,16.3,504,29.5,1539,,,,,,,6.8,180,1351,2.8,180,1353,1,848,160,19,56,1331,78.8,22,998.9,1003.5,829,1001,1745,1002.3,14.5,11.6,1300,3.48,27.13,,,,,,5.6,.9,27,15.7,,,,,,,,,
192,진주,2021-06-21,23.9,16.2,511,32,1611,,,,,,,7.8,360,1429,3.1,340,1236,1.2,1050,320,16.2,32,1510,68,18.5,1000.8,1007.7,2315,1002.1,224,1004.2,14.5,12.2,1200,3.68,30.67,,,,,,4.3,1.6,28.1,15.1,,,,,,,,,
192,진주,2021-06-22,21.3,16.4,522,27.3,1400,,3.6,1525,5.9,1506,8,4.9,290,1448,2.4,230,1453,.7,629,290,18.5,60,1436,85.1,21.3,1006.1,1011.2,2209,1007.5,12,1009.5,14.5,5.9,1200,2.99,19.04,,,,,,6.1,4.4,25.5,15.5,,,,,,,,,
192,진주,2021-06-23,21.1,18.5,221,25.5,1304,,.1,,.1,,.1,6.4,180,1725,2.3,90,1110,.8,707,110,18.5,65,1438,86.3,21.3,1007.8,1012.9,2214,1009.8,1553,1011.2,14.5,3.3,900,2.24,13.96,,,,,,7.5,7.1,24.2,18.2,,,,,,,,,
192,진주,2021-06-24,21.8,18.1,2352,26.9,1451,,,,,,,6.8,270,1630,3,250,1614,.8,669,110,18.2,60,1524,81.3,20.9,1008.5,1013.2,746,1010.3,1805,1011.9,14.5,6.8,1300,2.73,21.35,,,,,,6.6,2.8,25.4,16.7,,,,,,,,,
192,진주,2021-06-25,22.3,17,305,28.5,1331,,,,,,,5.5,250,1448,3,250,1610,.9,743,270,17.9,51,1609,78.5,20.6,1007.9,1012.9,805,1009.5,1702,1011.2,14.5,8,1200,3.28,23.83,,,,,,5.6,4.4,26.8,15.8,,,,,,,,,
192,진주,2021-06-26,22.2,18.8,2339,28,1638,,.2,,.5,622,.7,4.9,250,1733,2.3,250,1737,.7,600,270,17.7,46,1734,78.1,20.3,1007.2,1012.3,825,1008.9,1707,1010.6,14.5,7.5,1200,3.37,20.47,,,,,,7.8,4.3,25.9,17.3,,,,,,,,,
192,진주,2021-06-27,23,16.3,419,29.3,1616,,,,,,,4.7,90,1155,2.1,160,1640,.8,658,110,18.3,51,1158,76.9,21,1004.2,1010.3,1,1005,1723,1007.5,14.5,9.7,1100,3.37,23.28,,,,,,4.1,2,27,15.1,,,,,,,,,
192,진주,2021-06-28,24.5,20.5,548,30.1,1414,,0,,0,,0,5.7,140,1706,3,70,839,1,905,50,19.5,52,1431,75.3,22.7,1001.7,1007.1,1,1002.8,1715,1005,14.5,6.6,1300,2.46,19.04,,,,,,7.5,5.3,28.7,19.3,,,,,,,,,
192,진주,2021-06-29,23.8,19.4,547,28.7,1338,,.1,,.1,,.1,5.7,230,1622,2.7,250,1520,.9,759,180,19.2,58,1249,77.3,22.3,1002.7,1007.7,2305,1004.9,1539,1006.1,14.5,7.1,1200,2.96,20.41,,,,,,7.5,4.4,28.9,17.7,,,,,,,,,
192,진주,2021-06-30,23.8,19.6,2359,29.5,1619,,,,,,,5.1,140,1608,2.7,110,1621,.9,754,110,19.3,50,1652,77.5,22.4,1003.9,1008.7,1016,1005.8,1735,1007.3,14.5,6.1,1300,3.29,20.37,,,,,,7.3,4.9,28.5,17.6,,,,,,,,,
